,Unnamed: 0,Author,Comments,Date,Ratings,Reviews,Title
3,3,Calvin,Was this review helpful to you?, February 16 2017,5.0 out of 5 stars,Wow these were a lot brighter than I expected. I bought one to attach to my home defense shotgun and the other for my car. The only draw back was not being able to get the belt clip off without snapping it but no biggie.,Brighter Than Expected
4,4,Amazon Customer,Was this review helpful to you?, February 16 2017,4.0 out of 5 stars,Great for the price.No complaints so far.,Four Stars
5,5,James King,2 people found this helpful. Was this review helpful to you?, February 15 2017,2.0 out of 5 stars,"When turning these on, you get a different mode each time. Who wants a flashlight that shines a random mode each time? I use the same mode 99% of the time so have to change modes every time I turn it on. No thanks.","When turning these on, you get a different mode ..."
6,6,Leslie Dixon,Was this review helpful to you?, February 13 2017,4.0 out of 5 stars,"After getting screwed by the seller Vaya I bought this 2 pack. Not bad for a $4 flashlight. The clips are strong, might have to modify the clip. I'm happy with this product. Get what you pay for. I waited nearly 2 months for the Vaya and never did get it. This one I got overnight.",Best $4.00 dollar light we have had.
7,7,D. Griffin,Was this review helpful to you?, February 6 2017,5.0 out of 5 stars,These are GREAT!,GREAT VALUE
8,8,Amazon Customer,Was this review helpful to you?, January 21 2017,4.0 out of 5 stars,"The lights are Nice. Several others are similar.however promised the Xmas Delivery.. no-show- Still waiting for some type of acknowledgement.

ps it kept saying out for delivery. im rural and i froze three days waiting for the driver",Santa Flew right by
9,9,John,Was this review helpful to you?, January 20 2017,5.0 out of 5 stars,They work as expected.,Five Stars
0,0,Happ,Was this review helpful to you?, January 17 2017,1.0 out of 5 stars,Don't use to often very bright.Broken spring not making good contact. After changing battery.iI initially gave it 5 Stars but changed it after it stopped.working.,Changed battery stopped working
1,1,Garden Walk,Was this review helpful to you?, January 17 2017,4.0 out of 5 stars,"Wish they were smaller, but very good light source, and good price. Would buy again.",but very good light source
2,2,Sherbear,Was this review helpful to you?, January 15 2017,5.0 out of 5 stars,WOW are these bright. Theyre small but they pack quite the punch. They feel nice and hefty feel like theyre powerful. 10/10 i love em,They feel nice and hefty feel like theyre powerful
3,3,Renee,5 people found this helpful. Was this review helpful to you?, January 10 2017,1.0 out of 5 stars,"Loved it at first, but after dropping it once, the flashlight will not turn on. I tried replacing the battery, and looking inside to see if I could fix it. I don't see any way.",Not durable
4,4,Amazon Customer,3 people found this helpful. Was this review helpful to you?, January 6 2017,5.0 out of 5 stars,"These are very small flashlights. They feel very solid though, and the illumination is great for the size. They easily clip inside the pocket of a pair of jeans and feel very similar to a clipped folding knife in my pocket. The housing at the end of the light slides in and out to adjust the beam, and there is a strobe setting on the light when you press the power button off and on again. Two lights come in the package. At first it seemed a little spendy for them when looking at their size, but as I have used it, and had it in my pocket, these are 20 times the light you get at a dollar store, or by spending less somewhere else. I bought 3 packs of 2. They have held up under the abuse my son's and friends dish out so far. And, they are very compact.",and the illumination is great for the size
5,5,rd5565,Was this review helpful to you?, January 5 2017,5.0 out of 5 stars,"These flashlights are awesome. They are very small but provide a super-bright light. I especially like the 3 settings: bright, dim and flash. The flash is almost like a strobe light and is perfect for walking the dog at night. The clip is great too. Highly recommend.",Excellent Flashlights
6,6,Harvey Sherman,Was this review helpful to you?, January 3 2017,5.0 out of 5 stars,"All of them are working great. Bought some from another company in colors, and a few had problems, so they are not prefect, but for the price, amazing even if one out of 10 does not work.

Seem to use up batteries a bit faster, but with only one battery at a time, seems to be OK or on par with other flashlights on battery use.

Have 10 now, all over house, use them all the time, fantastic.",All of them are working great. Bought some from another company in colors
7,7,Peter Dandyk,Was this review helpful to you?, January 3 2017,4.0 out of 5 stars,5 out of 6 were good.,Nice compact light
8,8,Robert S. Nelson Jr.,Was this review helpful to you?, January 2 2017,5.0 out of 5 stars,better than expected,Five Stars
9,9,Amazon Customer,Was this review helpful to you?, January 2 2017,5.0 out of 5 stars,"Product as described, shipped promptly.",Good
0,0,Amazon Customer,Was this review helpful to you?, January 1 2017,5.0 out of 5 stars,"great flash lights, 3 modes low light, bright light, and strobe",Five Stars
1,1,ret Harris,Was this review helpful to you?, December 30 2016,5.0 out of 5 stars,The best! Love that it uses 1 AA cell. Bought 2 more for Xmas presents.,Five Stars
2,2,en Kell,One person found this helpful. Was this review helpful to you?, December 29 2016,3.0 out of 5 stars,"They're cheap, but you knew that already. They're definitely not streamlight flashlights, but I mean, for the kids to have in their pocket while we're camping, who cares. They put off a square light. They squareness dissipates some as you zoom it. If you want a cheap couple lights for the kids, grab these. But for your car or backpack, I'd spend a bit more.",Ehh...Cheap
3,3,Amazon Customer,Was this review helpful to you?, December 20 2016,5.0 out of 5 stars,I use these for security and they are perfect. Not too big but very bright.,Five Stars
4,4,CatCollins,Was this review helpful to you?, December 20 2016,5.0 out of 5 stars,"Great product! These things are amazingly bright. I also like that you can adjust the beam from a smaller, focused beam to a wider beam.",Perfect
5,5,Lopez Amar,Was this review helpful to you?, December 19 2016,5.0 out of 5 stars,"Nice flashlights. Carry in your pocket. Simple to use. Push the button, it's on. Zoom works well.",Like it very much
6,6,bill,Was this review helpful to you?, December 19 2016,5.0 out of 5 stars,very nice,Five Stars
7,7,F. Barcelona,Was this review helpful to you?, December 18 2016,5.0 out of 5 stars,Great mini flashlight that packs a punch in brightness,Five Stars
